seq_index;GeneChoice_V_gene_Undefined_side_prio7_size103;GeneChoice_J_gene_Undefined_side_prio6_size68;Deletion_V_gene_Three_prime_prio5_size21;Deletion_J_gene_Five_prime_prio5_size23;Insertion_VJ_gene_Undefined_side_prio4_size41;DinucMarkov_VJ_gene_Undefined_side_prio3_size16;Errors
14475;(50);(9);(5);(15);(3);(0,2,0);()
14476;(42);(36);(8);(16);(3);(3,3,1);(313)
14477;(14);(25);(9);(9);(9);(2,1,2,2,1,1,1,3,0);(174)
14478;(41);(50);(6);(4);(11);(2,0,0,2,2,1,2,2,2,2,2);(138)
14479;(12);(60);(10);(9);(6);(2,1,1,1,1,3);()
14480;(7);(1);(10);(8);(13);(3,1,2,1,1,2,0,0,1,1,2,3,1);(109)
14481;(100);(56);(9);(8);(0);();(156,281)
14482;(73);(38);(12);(10);(0);();()
14483;(28);(30);(8);(3);(3);(2,2,0);(189,191)
14484;(13);(49);(4);(7);(7);(0,1,3,2,2,0,3);(289)
14485;(18);(58);(10);(9);(6);(3,1,2,0,2,2);()
14486;(23);(35);(8);(13);(6);(2,0,0,3,2,0);(133,275)
14487;(59);(55);(12);(12);(3);(1,1,3);(171)
14488;(25);(37);(4);(10);(6);(2,0,3,3,2,1);(36)
14489;(19);(40);(8);(5);(5);(2,2,2,0,2);(30,147)
14490;(13);(49);(4);(7);(7);(2,1,1,1,1,1,2);(245)
14491;(25);(44);(16);(8);(8);(2,0,0,3,3,0,1,2);(84,149)
14492;(43);(49);(15);(6);(3);(1,3,0);(32)
14493;(22);(54);(11);(22);(4);(2,2,1,2);(141)
14494;(74);(10);(9);(10);(4);(3,3,2,1);()
14495;(25);(44);(7);(11);(5);(3,1,3,1,1);()
14496;(41);(49);(3);(5);(6);(0,1,1,1,2,3);()
14497;(47);(16);(4);(10);(5);(0,0,1,1,1);(44)
14498;(13);(32);(6);(14);(15);(2,2,3,3,2,2,1,1,3,1,1,1,1,1,1);(58)
14499;(13);(51);(8);(5);(8);(0,2,2,2,2,2,2,2);()
14500;(14);(66);(9);(8);(5);(0,2,2,2,2);()
14501;(51);(25);(6);(8);(6);(0,1,3,1,1,2);()
14502;(27);(9);(9);(12);(10);(0,0,0,2,0,2,2,2,1,2);()
14503;(68);(43);(13);(9);(4);(3,1,1,1);(216,266)
14504;(42);(41);(6);(15);(7);(2,3,0,2,0,2,0);(205)
14505;(60);(49);(8);(22);(6);(2,0,2,3,3,1);()
14506;(17);(33);(9);(4);(13);(1,0,2,2,2,2,1,3,1,1,1,2,3);()
14507;(70);(44);(4);(10);(10);(2,2,2,2,2,0,2,0,0,1);()
14508;(25);(38);(8);(12);(3);(1,0,0);(86)
14509;(73);(4);(6);(12);(3);(0,0,3);(38)
14510;(32);(62);(2);(12);(5);(1,3,3,3,0);(10,327)
14511;(14);(59);(3);(8);(2);(3,1);(285)
14512;(22);(41);(7);(8);(13);(0,2,2,3,0,2,3,1,1,3,2,2,2);(209,273,321)
14513;(41);(3);(3);(6);(8);(1,3,0,0,3,0,1,1);()
14514;(27);(39);(9);(12);(0);();(147)
14515;(17);(7);(7);(7);(3);(2,2,2);(38)
14516;(13);(7);(7);(10);(1);(1);()
14517;(25);(32);(13);(11);(11);(0,0,1,1,2,2,2,0,2,2,2);(199)
14518;(25);(59);(6);(5);(5);(2,0,2,2,0);()
14519;(47);(36);(13);(3);(9);(0,1,1,1,3,2,2,2,2);()
14520;(68);(40);(7);(9);(4);(2,2,0,3);(10)
14521;(47);(32);(6);(7);(4);(1,3,1,3);()
14522;(58);(40);(4);(6);(3);(3,3,3);(25)
14523;(68);(60);(2);(6);(1);(0);()
14524;(72);(50);(7);(11);(5);(1,0,0,0,2);(85)
14525;(16);(39);(7);(4);(9);(0,1,2,2,1,2,0,0,0);(75,77)
14526;(32);(43);(10);(5);(10);(2,2,1,1,2,0,2,2,0,1);()
14527;(16);(32);(5);(11);(5);(2,1,2,2,1);()
14528;(70);(44);(10);(4);(5);(2,1,1,3,3);()
14529;(8);(42);(7);(15);(8);(3,2,2,3,2,3,3,3);()
14530;(14);(14);(16);(8);(4);(3,1,1,2);(14,273,291)
14531;(19);(27);(3);(9);(3);(2,0,2);(135)
14532;(47);(4);(4);(11);(2);(0,1);()
14533;(32);(2);(7);(5);(9);(1,3,0,2,2,0,0,2,1);()
14534;(101);(26);(4);(12);(3);(0,3,2);(17,254)
14535;(73);(38);(7);(15);(9);(2,2,0,0,3,2,2,2,0);(124,173)
14536;(32);(22);(6);(13);(7);(3,0,2,1,3,1,2);(85,140,235,236)
14537;(99);(67);(7);(10);(7);(3,1,1,1,3,3,3);()
14538;(28);(60);(4);(4);(6);(0,3,1,3,0,3);(48)
14539;(32);(10);(9);(12);(1);(2);(236,257)
14540;(50);(55);(5);(13);(12);(2,2,0,2,1,0,3,2,2,3,3,1);()
14541;(12);(11);(15);(5);(4);(2,3,3,2);(69)
14542;(47);(54);(6);(9);(5);(2,2,3,1,1);()
14543;(99);(17);(4);(11);(3);(3,1,3);(128,150)
14544;(47);(55);(1);(9);(13);(1,1,3,1,1,1,3,0,2,0,0,3,3);(149)
14545;(13);(67);(4);(9);(15);(0,3,3,1,3,3,3,1,1,1,0,0,0,2,2);(57,292)
14546;(16);(67);(4);(9);(4);(2,3,1,1);()
14547;(51);(14);(8);(6);(4);(0,1,2,1);(106)
14548;(16);(50);(12);(7);(15);(2,3,3,2,1,3,2,1,1,3,3,0,0,3,0);(339)
14549;(50);(24);(4);(3);(2);(3,0);(88,156,176)
14550;(25);(26);(6);(11);(6);(1,3,0,1,0,3);(245,257,275)
14551;(58);(43);(6);(2);(5);(1,1,1,1,0);(20)
14552;(92);(51);(8);(5);(11);(0,0,0,2,0,3,3,3,2,3,2);(129,152,317)
14553;(17);(2);(4);(9);(11);(1,3,0,1,2,2,1,1,2,0,1);(205)
14554;(74);(32);(5);(11);(6);(1,1,0,2,0,0);()
14555;(0);(42);(7);(12);(5);(2,2,0,0,1);(223)
14556;(43);(14);(14);(16);(5);(0,2,2,3,3);()
14557;(47);(28);(6);(7);(4);(3,0,0,2);()
14558;(16);(14);(7);(20);(4);(3,3,2,0);(119)
14559;(13);(28);(7);(6);(5);(3,0,0,0,1);(24)
14560;(17);(9);(2);(6);(4);(2,2,3,1);(323)
14561;(13);(16);(7);(3);(4);(3,0,2,2);()
14562;(23);(27);(9);(3);(1);(0);(209)
14563;(14);(49);(4);(10);(9);(0,1,1,1,2,0,0,1,2);(56,62,291)
14564;(9);(28);(4);(9);(3);(2,2,1);()
14565;(58);(54);(8);(9);(17);(1,2,2,0,2,2,1,1,3,1,3,0,1,3,3,3,2);(158)
14566;(39);(17);(7);(15);(3);(3,3,1);(134)
14567;(33);(22);(9);(8);(2);(3,2);(85,304)
14568;(28);(42);(5);(5);(4);(2,3,3,3);(134)
14569;(25);(58);(13);(13);(6);(3,3,3,0,3,1);(106,223)
14570;(70);(3);(10);(8);(21);(2,3,2,2,2,2,2,1,0,2,2,0,2,2,2,0,2,2,2,0,2);(250)
14571;(22);(65);(11);(7);(10);(3,1,1,1,0,1,1,1,1,1);()
14572;(13);(36);(8);(6);(4);(0,2,2,2);(53)
14573;(60);(27);(5);(5);(6);(2,2,0,1,1,3);(298)
14574;(25);(7);(3);(7);(6);(2,0,1,3,1,1);(19,135,248)
14575;(60);(44);(8);(4);(4);(0,3,1,1);(229)
14576;(16);(38);(12);(9);(6);(3,0,3,3,3,0);()
14577;(35);(26);(9);(9);(3);(0,3,3);(111,182)
14578;(4);(38);(2);(7);(13);(2,2,2,3,3,3,1,3,1,1,1,1,1);()
14579;(12);(26);(12);(7);(4);(1,1,3,2);()
14580;(2);(7);(7);(7);(7);(2,2,3,1,1,1,1);()
14581;(6);(7);(8);(7);(4);(3,2,0,0);(258)
14582;(0);(34);(8);(6);(6);(2,1,0,1,2,2);(136)
14583;(51);(32);(4);(14);(0);();(17)
14584;(85);(62);(12);(9);(8);(3,2,2,2,3,1,0,0);()
14585;(13);(62);(7);(9);(8);(1,3,3,3,0,1,0,1);()
14586;(58);(56);(5);(7);(2);(0,1);()
14587;(43);(39);(11);(11);(0);();()
14588;(28);(62);(3);(6);(5);(1,2,2,0,0);()
14589;(16);(47);(3);(17);(8);(3,1,1,1,1,3,0,0);()
14590;(14);(4);(4);(3);(10);(3,1,0,2,2,1,0,2,2,2);(231,265,296)
14591;(16);(45);(7);(14);(3);(0,2,0);(129,155)
14592;(37);(60);(9);(10);(8);(1,3,0,2,1,1,1,1);(237)
14593;(50);(62);(8);(6);(3);(2,2,2);(15)
14594;(16);(23);(5);(13);(2);(1,1);(22)
14595;(22);(25);(11);(12);(6);(2,0,1,1,0,2);(31)
14596;(73);(38);(2);(11);(1);(3);()
14597;(16);(52);(8);(8);(4);(2,3,2,0);(91)
14598;(36);(40);(9);(6);(2);(1,1);(73)
14599;(32);(39);(3);(10);(15);(1,1,0,3,3,0,3,1,1,3,2,0,1,2,0);()
14600;(41);(24);(4);(8);(16);(2,2,2,3,0,0,2,2,0,1,3,2,2,1,2,2);()
14601;(60);(42);(9);(11);(6);(0,1,0,3,1,0);(139,187,329)
14602;(52);(62);(5);(8);(4);(1,1,0,0);(127)
14603;(73);(10);(7);(7);(1);(3);(175,299)
14604;(71);(59);(5);(10);(1);(0);(258)
14605;(68);(47);(13);(16);(12);(2,3,2,2,2,1,1,1,0,3,1,1);(276)
14606;(99);(55);(9);(9);(3);(2,0,0);(265,291)
14607;(50);(45);(9);(10);(5);(1,1,2,0,0);()
14608;(22);(56);(10);(11);(3);(3,0,2);(192)
14609;(58);(54);(2);(18);(6);(3,2,0,2,2,3);(61)
14610;(41);(54);(6);(7);(6);(2,3,0,2,3,0);()
14611;(25);(23);(11);(18);(5);(3,2,1,2,2);(169)
14612;(13);(47);(3);(8);(7);(3,2,2,2,0,2,3);()
14613;(25);(34);(3);(7);(7);(3,2,0,0,2,2,0);()
14614;(51);(52);(3);(5);(6);(0,1,3,1,2,3);()
14615;(13);(17);(8);(15);(7);(1,1,1,1,2,1,3);()
14616;(25);(40);(13);(4);(8);(0,2,2,2,2,2,0,0);(74,161,309)
14617;(58);(34);(8);(7);(4);(1,0,1,2);()
14618;(16);(51);(7);(2);(7);(0,0,0,2,3,3,3);(164)
14619;(16);(9);(5);(20);(8);(2,3,2,1,1,2,2,2);(292)
14620;(100);(26);(7);(2);(3);(3,0,2);()
14621;(39);(27);(7);(9);(12);(1,1,1,1,2,2,1,0,2,0,2,2);()
14622;(25);(47);(14);(10);(12);(1,3,2,3,3,3,3,3,3,2,3,1);(143,240)
14623;(68);(24);(5);(13);(0);();(116)
14624;(74);(34);(3);(7);(6);(3,2,1,0,3,3);(81,116,230)
14625;(14);(54);(9);(15);(4);(3,3,3,1);()
14626;(70);(50);(10);(6);(1);(2);(300,324)
14627;(47);(34);(9);(6);(9);(1,2,0,2,0,1,3,3,0);(238)
14628;(41);(44);(8);(12);(4);(3,3,1,2);(145,244,312)
14629;(25);(62);(6);(9);(4);(3,3,1,1);(6,248,309)
14630;(16);(43);(10);(7);(13);(2,2,3,0,2,2,2,2,1,3,1,1,3);()
14631;(51);(50);(3);(5);(3);(2,1,0);()
14632;(99);(60);(8);(11);(12);(2,0,0,0,3,1,3,0,3,3,3,2);()
14633;(35);(54);(9);(12);(14);(0,2,2,1,3,1,0,0,2,2,1,1,2,2);(49,338,346)
14634;(68);(40);(8);(8);(3);(1,3,0);()
14635;(35);(55);(3);(8);(11);(3,1,1,1,1,1,3,0,1,1,2);(312)
14636;(12);(44);(14);(9);(6);(1,1,1,1,1,2);(174,207)
14637;(43);(49);(17);(3);(6);(0,1,1,1,0,0);()
14638;(13);(9);(4);(15);(0);();(131,239)
14639;(17);(50);(6);(6);(8);(1,1,3,0,2,0,3,3);(89)
14640;(30);(17);(5);(7);(2);(2,2);()
14641;(10);(59);(4);(8);(1);(2);()
14642;(25);(9);(11);(6);(9);(1,0,2,2,1,2,2,3,2);()
14643;(50);(17);(2);(10);(11);(2,0,2,3,3,3,2,2,0,1,1);(327)
14644;(18);(40);(4);(10);(0);();(81,177)
14645;(23);(28);(9);(8);(1);(3);(21)
14646;(13);(43);(7);(5);(6);(0,0,2,0,2,1);()
14647;(7);(43);(7);(2);(5);(0,0,1,0,2);(111)
14648;(47);(40);(4);(12);(4);(1,2,2,2);()
14649;(6);(17);(7);(22);(0);();()
14650;(13);(55);(9);(10);(11);(3,1,2,0,1,2,2,2,2,2,2);()
14651;(25);(28);(8);(9);(4);(2,2,0,2);()
14652;(4);(66);(3);(6);(4);(1,1,1,1);(305)
14653;(13);(15);(4);(4);(6);(0,0,2,0,2,3);()
14654;(53);(56);(6);(11);(7);(2,0,1,1,3,3,0);(192)
14655;(14);(10);(5);(9);(9);(2,2,0,0,2,1,1,2,0);()
14656;(16);(45);(7);(15);(5);(0,2,3,2,0);(12,218,310,313)
14657;(70);(31);(16);(5);(1);(2);()
14658;(13);(17);(9);(4);(3);(3,3,1);()
14659;(25);(44);(8);(10);(4);(2,2,0,1);(4,62,279,332)
14660;(42);(62);(4);(9);(10);(1,1,0,0,3,1,2,2,2,3);(5,237)
14661;(22);(42);(7);(7);(8);(0,1,3,1,2,0,0,3);(3)
14662;(4);(31);(6);(10);(7);(2,2,0,0,0,1,1);(29)
14663;(16);(32);(5);(9);(11);(0,0,3,1,2,0,3,3,0,2,2);()
14664;(50);(39);(2);(6);(5);(0,1,1,1,2);(200,295)
14665;(83);(31);(12);(3);(4);(1,1,3,1);(118)
14666;(47);(60);(6);(8);(6);(0,1,1,1,3,1);(77)
14667;(41);(42);(2);(10);(11);(1,3,1,1,1,1,1,0,3,3,0);(131,142)
14668;(14);(11);(6);(8);(13);(2,1,0,3,2,2,3,1,1,1,1,1,1);(69,250,280)
14669;(16);(52);(12);(4);(7);(1,1,0,2,2,0,2);()
14670;(19);(10);(10);(7);(10);(0,2,2,2,3,1,3,3,2,0);()
14671;(47);(14);(4);(10);(4);(1,2,2,0);(179)
14672;(23);(42);(6);(12);(5);(2,1,2,3,3);(32)
14673;(41);(55);(4);(3);(5);(2,0,1,2,1);(161,297)
14674;(64);(46);(4);(10);(5);(0,1,3,2,0);()
14675;(50);(27);(8);(9);(7);(3,1,1,1,3,2,1);(260)
14676;(28);(9);(5);(11);(4);(3,1,0,0);(157,256)
14677;(47);(47);(3);(2);(7);(1,2,2,1,0,2,0);(85)
14678;(13);(11);(4);(9);(5);(3,1,1,3,0);(86,324)
14679;(28);(42);(9);(5);(10);(2,0,1,2,2,1,0,2,0,2);()
14680;(16);(39);(6);(10);(1);(0);(140,273)
14681;(53);(40);(7);(9);(9);(2,2,2,1,1,3,0,0,0);(18,61,247)
14682;(22);(34);(11);(11);(2);(2,3);()
14683;(50);(36);(4);(14);(5);(2,1,3,2,2);()
14684;(81);(45);(2);(6);(6);(1,2,2,2,2,2);()
14685;(14);(45);(9);(16);(8);(2,0,0,3,1,1,3,2);(37)
14686;(43);(38);(11);(18);(10);(2,2,2,2,0,2,2,1,3,0);(214)
14687;(47);(62);(4);(18);(15);(3,0,2,0,1,2,2,2,3,2,3,2,2,3,2);(21,67,214)
14688;(14);(16);(5);(8);(1);(2);(181)
14689;(14);(39);(8);(12);(10);(2,2,2,2,2,1,1,3,2,2);(200)
14690;(99);(26);(6);(12);(9);(2,2,3,3,3,2,0,1,1);(90,178)
14691;(13);(15);(11);(5);(7);(2,2,1,3,2,0,2);()
14692;(32);(9);(7);(10);(5);(2,2,0,1,1);(223)
14693;(68);(54);(2);(12);(5);(0,3,1,0,0);()
14694;(53);(36);(4);(7);(5);(1,1,2,2,3);(312)
14695;(25);(39);(11);(17);(10);(0,3,0,1,2,0,2,3,1,2);()
14696;(74);(17);(5);(5);(5);(1,3,2,2,2);(207,273)
14697;(25);(14);(6);(9);(3);(3,0,2);()
14698;(78);(23);(5);(10);(2);(1,2);()
14699;(47);(30);(9);(6);(9);(1,3,0,1,2,2,3,1,2);(221)
14700;(47);(23);(12);(1);(21);(2,2,0,0,2,2,3,2,2,2,0,0,2,2,3,3,3,1,2,2,2);(39,158,308)
14701;(70);(17);(3);(10);(8);(0,2,2,1,0,2,1,1);(311)
14702;(23);(56);(13);(7);(6);(3,2,3,0,2,2);(113)
14703;(17);(50);(4);(5);(9);(1,1,0,0,0,3,3,0,0);()
14704;(14);(54);(9);(8);(7);(2,0,2,2,1,1,1);()
14705;(11);(1);(9);(9);(7);(0,2,0,0,2,1,1);(79,148)
14706;(32);(9);(6);(13);(5);(0,3,0,0,0);(168)
14707;(17);(9);(4);(9);(16);(3,3,3,2,2,2,3,0,2,0,2,2,2,2,0,2);(148)
14708;(47);(27);(3);(10);(13);(3,0,2,2,0,0,0,2,0,2,2,2,3);()
14709;(58);(58);(6);(7);(12);(3,3,0,2,2,0,2,3,2,0,2,0);()
14710;(12);(43);(7);(12);(8);(0,2,2,3,1,1,1,1);(235)
14711;(100);(52);(4);(6);(2);(1,3);(169,317)
14712;(60);(45);(13);(11);(1);(1);(160)
14713;(32);(39);(10);(12);(14);(1,2,1,1,3,2,3,1,3,3,0,2,1,2);()
14714;(41);(55);(3);(6);(6);(2,0,0,0,0,3);(272)
14715;(25);(29);(8);(15);(8);(2,3,0,1,0,1,2,0);()
14716;(73);(37);(7);(11);(7);(1,2,2,2,2,2,0);(10,111)
14717;(36);(36);(9);(9);(3);(1,1,2);(176,204,276)
14718;(13);(7);(4);(15);(2);(2,2);()
14719;(58);(55);(14);(6);(12);(2,2,2,3,3,0,2,0,1,3,0,2);(43,331)
14720;(0);(17);(3);(12);(14);(0,0,2,1,0,0,1,3,0,2,1,1,2,2);()
14721;(99);(55);(9);(9);(3);(3,0,0);()
14722;(4);(36);(9);(11);(6);(3,1,2,0,2,2);(309)
14723;(25);(27);(12);(8);(7);(2,2,2,2,1,2,3);(276)
14724;(14);(17);(4);(8);(9);(1,3,0,2,0,2,1,1,2);(282)
14725;(83);(50);(5);(13);(6);(2,1,3,3,1,2);(27)
14726;(47);(55);(7);(5);(5);(1,1,2,2,1);()
14727;(26);(25);(10);(6);(4);(2,1,1,3);(270)
14728;(45);(45);(8);(10);(9);(0,1,2,2,0,3,3,0,3);(121,305)
14729;(81);(3);(8);(6);(4);(2,2,2,2);(185,225)
14730;(16);(16);(7);(10);(8);(1,1,1,1,1,2,2,0);(109)
14731;(0);(9);(8);(15);(8);(1,2,0,3,0,3,3,1);(217,325)
14732;(41);(2);(12);(7);(6);(0,3,0,0,3,1);(17,226)
14733;(47);(17);(6);(16);(8);(2,2,2,2,1,2,1,1);()
14734;(32);(34);(6);(9);(4);(2,2,0,0);()
14735;(74);(62);(9);(0);(6);(1,3,3,1,1,1);(69,160)
14736;(4);(11);(4);(5);(5);(2,2,2,0,0);()
14737;(70);(17);(11);(6);(0);();(211)
14738;(13);(11);(8);(9);(13);(2,3,2,2,0,2,3,2,2,1,3,2,1);(38)
14739;(0);(9);(2);(6);(6);(0,1,2,3,1,3);(53)
14740;(32);(9);(6);(9);(6);(3,2,2,0,3,1);()
14741;(17);(50);(4);(6);(8);(0,3,3,1,1,2,3,0);(187)
14742;(68);(38);(8);(10);(15);(0,1,1,3,0,2,3,1,3,3,0,0,1,1,3);()
14743;(74);(32);(6);(14);(7);(0,0,0,2,3,1,2);(81,183)
14744;(60);(15);(12);(11);(3);(3,0,2);(66)
14745;(14);(20);(6);(2);(4);(2,1,0,2);(141)
14746;(4);(44);(7);(9);(8);(3,2,3,1,1,2,2,3);()
14747;(13);(45);(8);(9);(9);(1,0,2,2,0,2,2,2,3);()
14748;(41);(55);(5);(6);(1);(1);()
14749;(23);(16);(12);(6);(4);(0,3,0,0);(25,330)
14750;(18);(36);(10);(8);(4);(0,3,0,2);()
14751;(36);(40);(9);(7);(0);();(159)
14752;(28);(31);(3);(10);(14);(2,0,2,0,2,1,2,0,1,0,3,3,3,1);(87)
14753;(32);(60);(8);(6);(4);(0,3,1,3);()
14754;(18);(25);(9);(7);(2);(0,2);()
14755;(99);(36);(5);(11);(4);(2,2,2,2);(87,184)
14756;(13);(22);(8);(9);(5);(3,3,0,1,3);(84)
14757;(25);(62);(7);(10);(9);(1,2,2,3,1,2,1,1,0);()
14758;(17);(47);(8);(5);(6);(0,0,2,1,0,1);(326)
14759;(25);(20);(11);(2);(5);(2,0,0,2,3);(29,35,157)
14760;(41);(31);(7);(5);(7);(0,1,1,3,2,2,2);(67)
14761;(64);(42);(3);(13);(5);(0,2,1,2,1);()
14762;(17);(34);(4);(8);(4);(0,3,2,1);(194)
14763;(47);(28);(9);(9);(3);(1,1,1);()
14764;(2);(7);(2);(20);(12);(0,0,0,3,2,0,1,2,1,1,2,0);()
14765;(41);(55);(3);(9);(4);(1,0,3,0);(283)
14766;(17);(50);(6);(10);(4);(2,2,1,2);(34)
14767;(13);(16);(5);(12);(12);(1,1,2,2,0,2,0,0,2,1,2,2);()
14768;(22);(54);(10);(9);(12);(3,1,2,2,3,2,2,2,2,1,2,2);(178)
14769;(13);(45);(2);(13);(3);(0,0,2);(12,164,295)
14770;(75);(10);(10);(10);(3);(1,1,0);()
14771;(96);(50);(8);(8);(8);(2,2,1,0,0,2,2,2);(178)
14772;(12);(10);(8);(9);(5);(3,2,1,1,2);(139,223)
14773;(47);(31);(5);(5);(8);(1,2,2,3,2,0,0,0);()
14774;(2);(2);(7);(8);(8);(0,2,2,2,1,2,2,2);(289)
14775;(6);(44);(7);(9);(4);(0,0,2,2);(182)
14776;(23);(17);(5);(8);(2);(2,0);(16,236)
14777;(41);(42);(5);(15);(7);(2,2,2,1,3,0,3);()
14778;(14);(67);(9);(10);(13);(1,3,0,0,0,3,2,3,1,1,1,1,1);(275)
14779;(47);(3);(7);(5);(13);(2,2,2,1,1,2,1,1,1,1,2,2,1);(76,203,253,339)
14780;(8);(50);(4);(7);(4);(0,3,3,0);()
14781;(69);(42);(7);(12);(2);(0,3);(238)
14782;(16);(17);(5);(10);(11);(2,0,2,2,2,3,0,2,0,2,2);(73,306)
14783;(16);(39);(10);(10);(3);(3,2,0);(0,86)
14784;(28);(50);(10);(7);(7);(3,3,2,2,0,3,0);()
14785;(11);(49);(5);(7);(10);(2,3,2,2,3,2,2,2,1,1);()
14786;(41);(50);(7);(4);(3);(2,3,1);()
14787;(22);(25);(12);(8);(4);(2,2,1,1);(9,120)
14788;(99);(3);(9);(8);(4);(2,1,2,2);()
14789;(12);(36);(5);(5);(8);(1,1,1,3,2,3,2,2);(215)
14790;(99);(20);(8);(10);(13);(0,2,2,3,1,1,2,2,3,1,2,2,3);(16)
14791;(70);(34);(5);(6);(11);(2,1,2,2,2,3,1,2,2,2,3);(54,64)
14792;(16);(49);(7);(15);(7);(2,2,0,2,3,1,1);(11)
14793;(60);(42);(3);(8);(16);(1,1,3,0,3,2,0,3,0,2,1,0,0,3,2,0);(106,217)
14794;(50);(36);(8);(7);(14);(2,1,3,2,0,1,1,3,1,2,2,3,3,2);()
14795;(41);(33);(6);(7);(3);(1,1,1);()
14796;(42);(41);(4);(10);(15);(3,2,0,2,2,1,1,2,2,2,1,1,3,2,2);()
14797;(14);(62);(4);(9);(14);(1,3,2,0,1,1,3,1,2,2,2,3,3,3);()
14798;(7);(45);(5);(21);(10);(0,0,0,1,3,0,1,1,3,1);()
14799;(69);(16);(8);(5);(3);(0,2,2);(96)
14800;(17);(28);(4);(13);(8);(2,0,2,3,1,3,2,2);()
14801;(13);(47);(12);(17);(3);(1,1,1);()
14802;(6);(36);(9);(5);(5);(2,2,2,2,1);(103)
14803;(0);(30);(3);(3);(8);(0,2,2,2,2,0,3,2);()
14804;(25);(36);(12);(5);(3);(0,2,0);()
14805;(16);(49);(4);(3);(7);(1,3,1,1,1,3,1);(101)
14806;(41);(40);(10);(9);(5);(1,1,2,0,1);()
14807;(17);(49);(10);(10);(10);(0,2,2,1,2,3,3,0,0,0);(1)
14808;(72);(40);(3);(9);(2);(2,3);()
14809;(58);(59);(8);(11);(6);(0,1,3,0,2,3);(94)
14810;(16);(60);(3);(5);(2);(2,2);()
14811;(19);(51);(6);(5);(5);(0,0,2,0,3);(158)
14812;(64);(44);(8);(8);(3);(0,1,1);(246)
14813;(12);(3);(7);(8);(6);(0,2,2,1,1,3);()
14814;(58);(50);(6);(8);(9);(2,2,2,2,3,3,3,1,1);(113)
14815;(47);(44);(5);(7);(6);(2,3,2,2,0,1);()
14816;(12);(43);(12);(6);(9);(1,1,1,1,1,1,2,2,2);(72)
14817;(32);(55);(10);(9);(4);(3,3,2,1);(134)
14818;(2);(52);(7);(4);(4);(0,2,3,2);(24,287,311)
14819;(25);(2);(8);(12);(8);(2,2,0,2,2,2,1,3);(68,295)
14820;(14);(5);(11);(9);(10);(3,2,2,3,2,3,3,2,2,2);(70,78)
14821;(16);(10);(7);(12);(9);(0,1,1,1,1,2,2,1,0);()
14822;(2);(16);(12);(5);(14);(0,1,2,0,0,1,1,0,3,2,2,2,2,0);(105,247)
14823;(4);(67);(9);(18);(1);(3);(316)
14824;(34);(17);(15);(8);(14);(2,2,3,2,2,1,1,3,3,2,2,1,2,2);(67,177)
14825;(13);(44);(4);(10);(12);(2,2,3,0,2,1,3,3,1,1,1,2);(160)
14826;(13);(45);(9);(12);(7);(0,0,2,2,0,2,2);(33,265)
14827;(68);(55);(7);(6);(3);(3,1,1);()
14828;(68);(17);(11);(1);(3);(3,0,2);()
14829;(50);(16);(2);(12);(6);(2,2,2,1,2,1);(316)
14830;(34);(27);(8);(9);(8);(0,0,1,2,2,2,0,0);(104,149)
14831;(99);(51);(6);(11);(8);(1,2,2,2,2,1,3,1);(177)
14832;(25);(42);(7);(12);(7);(1,2,0,2,0,3,1);()
14833;(95);(5);(11);(7);(9);(2,2,0,0,2,0,0,2,2);(73)
14834;(23);(50);(7);(5);(7);(2,1,3,0,1,0,0);(141)
14835;(32);(49);(11);(21);(14);(1,2,1,0,2,2,2,1,1,1,1,1,1,1);()
14836;(50);(49);(4);(11);(12);(2,2,3,2,2,2,3,1,0,1,1,1);()
14837;(32);(20);(9);(10);(11);(2,2,0,0,2,0,3,3,1,2,0);()
14838;(41);(45);(5);(9);(5);(1,1,3,2,2);(162,193,214)
14839;(14);(1);(9);(8);(17);(1,2,3,0,2,2,0,0,0,1,1,3,2,2,0,0,1);()
14840;(6);(39);(6);(10);(6);(3,0,1,1,2,1);(115)
14841;(70);(1);(11);(10);(10);(3,1,1,2,2,2,3,1,0,2);(180)
14842;(47);(34);(6);(5);(9);(1,2,1,2,1,1,3,0,2);()
14843;(14);(49);(5);(18);(10);(1,1,1,1,1,1,2,0,0,2);(299)
14844;(11);(54);(2);(12);(2);(2,1);(220,278)
14845;(74);(31);(9);(2);(4);(0,3,2,1);(161)
14846;(22);(60);(17);(18);(14);(1,1,1,2,1,1,3,0,2,2,2,0,1,1);(8,161)
14847;(23);(67);(19);(10);(4);(1,1,3,3);(38,41,150)
14848;(73);(66);(2);(9);(3);(2,2,2);(324)
14849;(42);(56);(3);(16);(8);(1,2,2,3,0,1,1,1);()
14850;(53);(26);(5);(9);(10);(2,2,2,2,0,2,3,0,1,0);(51)
14851;(47);(35);(6);(15);(3);(2,2,2);()
14852;(25);(23);(6);(11);(11);(3,1,1,1,3,1,2,2,1,1,1);(194)
14853;(22);(55);(10);(9);(5);(3,1,1,1,3);()
14854;(25);(44);(7);(8);(4);(1,1,3,1);(9,57)
14855;(33);(43);(5);(14);(6);(2,2,1,1,3,1);(288)
14856;(42);(11);(5);(8);(7);(3,1,1,2,3,1,1);()
14857;(60);(42);(8);(3);(6);(2,2,0,2,0,1);(1)
14858;(26);(49);(8);(13);(5);(2,0,3,2,0);(133)
14859;(4);(62);(4);(7);(5);(1,3,2,3,0);()
14860;(68);(27);(4);(5);(2);(2,1);(93)
